"","kegg_id","gene_name","gene_path"
"LB21_fxndf.K21166","K21166","enediyne biosynthesis protein E9","Metabolism; Metabolism of terpenoids and polyketides; Biosynthesis of enediyne antibiotics"
"LB21_fxndf.K21200","K21200","cytochrome P450 family 144","Brite Hierarchies; Protein families: metabolism; Cytochrome P450"
"LB21_fxndf.K21336","K21336","C-methyltransferase [EC:2.1.1.-]","Metabolism; Metabolism of terpenoids and polyketides; Polyketide sugar unit biosynthesis"
"LB21_fxndf.K21502","K21502","DNA primase/helicase [EC:2.7.7.- 3.6.4.12]","Brite Hierarchies; Protein families: signaling and cellular processes; Viral proteins"
"LB21_fxndf.K21776","K21776","protein lin-54","Cellular Processes; Cell growth and death; Cellular senescence"
"LB21_fxndf.K21795","K21795","phenylalanine 2-monooxygenase [EC:1.13.12.9]","Metabolism; Amino acid metabolism; Phenylalanine metabolism"
"LB21_fxndf.K21867","K21867","potassium channel","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"LB21_fxndf.K22182","K22182","thioredoxin reductase (NADPH) [EC:1.8.1.9]","Metabolism; Metabolism of other amino acids; Selenocompound metabolism | Human Diseases; Cancers: Overview; Pathways in cancer | Human Diseases; Cancers: Specific types; Hepatocellular carcinoma"
"LB21_fxndf.K22212","K22212","malolactic enzyme [EC:4.1.1.101]","Metabolism; Carbohydrate metabolism; Pyruvate metabolism"
"LB21_fxndf.K22430","K22430","caffeyl-CoA reductase-Etf complex subunit CarC [EC:1.3.1.108]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"LB22_fxndf.K00416","K00416","ubiquinol-cytochrome c reductase subunit 6","Metabolism; Energy metabolism; Oxidative phosphorylation | Organismal Systems; Circulatory system; Cardiac muscle contraction | Organismal Systems; Environmental adaptation; Thermogenesis | Human Diseases; Neurodegenerative diseases; Alzheimer disease | Human Diseases; Neurodegenerative diseases; Parkinson disease | Human Diseases; Neurodegenerative diseases; Huntington disease | Human Diseases; Endocrine and metabolic diseases; Non-alcoholic fatty liver disease (NAFLD)"
"LB22_fxndf.K00512","K00512","steroid 17alpha-monooxygenase / 17alpha-hydroxyprogesterone deacetylase [EC:1.14.14.19 1.14.14.32]","Metabolism; Lipid metabolism; Steroid hormone biosynthesis | Organismal Systems; Endocrine system; Ovarian steroidogenesis | Organismal Systems; Endocrine system; Prolactin signaling pathway | Organismal Systems; Endocrine system; Cortisol synthesis and secretion | Human Diseases; Endocrine and metabolic diseases; Cushing syndrome | Brite Hierarchies; Protein families: metabolism; Cytochrome P450"
"LB22_fxndf.K00934","K00934","arginine kinase [EC:2.7.3.3]","Metabolism; Amino acid metabolism; Arginine and proline metabolism"
"LB22_fxndf.K01025","K01025","sulfotransferase [EC:2.8.2.-]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"LB22_fxndf.K01177","K01177","beta-amylase [EC:3.2.1.2]","Metabolism; Carbohydrate metabolism; Starch and sucrose metabolism"
"LB22_fxndf.K01833","K01833","trypanothione synthetase/amidase [EC:6.3.1.9 3.5.1.-]","Metabolism; Metabolism of other amino acids; Glutathione metabolism"
"LB22_fxndf.K02729","K02729","20S proteasome subunit alpha 5 [EC:3.4.25.1]","Genetic Information Processing; Folding, sorting and degradation; Proteasome | Brite Hierarchies; Protein families: metabolism; Peptidases | Brite Hierarchies; Protein families: genetic information processing; Proteasome"
"LB22_fxndf.K02932","K02932","large subunit ribosomal protein L5e","Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: metabolism; Protein phosphatases and associated proteins | Brite Hierarchies; Protein families: genetic information processing; Ribosome"
"LB22_fxndf.K03905","K03905","fibrinogen gamma chain","Organismal Systems; Immune system; Complement and coagulation cascades | Organismal Systems; Immune system; Platelet activation | Human Diseases; Infectious diseases: Bacterial; Staphylococcus aureus infection | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome | Brite Hierarchies; Protein families: signaling and cellular processes; Glycosaminoglycan binding proteins"
"LB22_fxndf.K03942","K03942","NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:7.1.1.2 1.6.99.3]","Metabolism; Energy metabolism; Oxidative phosphorylation | Organismal Systems; Nervous system; Retrograde endocannabinoid signaling | Organismal Systems; Environmental adaptation; Thermogenesis | Human Diseases; Neurodegenerative diseases; Alzheimer disease | Human Diseases; Neurodegenerative diseases; Parkinson disease | Human Diseases; Neurodegenerative diseases; Huntington disease | Human Diseases; Endocrine and metabolic diseases; Non-alcoholic fatty liver disease (NAFLD)"
"LB22_fxndf.K04105","K04105","4-hydroxybenzoate-CoA ligase [EC:6.2.1.27 6.2.1.25]","Metabolism; Xenobiotics biodegradation and metabolism; Benzoate degradation | Metabolism; Xenobiotics biodegradation and metabolism; Aminobenzoate degradation"
"LB22_fxndf.K04153","K04153","5-hydroxytryptamine receptor 1","Environmental Information Processing; Signal transduction; cAMP signaling pathway | Environmental Information Processing; Signaling molecules and interaction; Neuroactive ligand-receptor interaction | Organismal Systems; Nervous system; Serotonergic synapse | Organismal Systems; Sensory system; Taste transduction | Brite Hierarchies; Protein families: signaling and cellular processes; G protein-coupled receptors"
"LB22_fxndf.K04169","K04169","gastrin-releasing peptide receptor","Environmental Information Processing; Signal transduction; Calcium signaling pathway | Environmental Information Processing; Signaling molecules and interaction; Neuroactive ligand-receptor interaction | Brite Hierarchies; Protein families: signaling and cellular processes; G protein-coupled receptors"
"LB22_fxndf.K04443","K04443","mitogen-activated protein kinase-activated protein kinase 2 [EC:2.7.11.1]","Environmental Information Processing; Signal transduction; MAPK signaling pathway | Environmental Information Processing; Signal transduction; VEGF signaling pathway | Cellular Processes; Cell growth and death; Cellular senescence | Organismal Systems; Immune system; C-type lectin receptor signaling pathway | Organismal Systems; Nervous system; Neurotrophin signaling pathway | Human Diseases; Cancers: Overview; Viral carcinogenesis | Human Diseases; Infectious diseases: Viral; Kaposi sarcoma-associated herpesvirus infection | Brite Hierarchies; Protein families: metabolism; Protein kinases"
"LB22_fxndf.K04618","K04618","galactose oxidase [EC:1.1.3.9]","Metabolism; Carbohydrate metabolism; Galactose metabolism"
"LB22_fxndf.K04715","K04715","ceramide kinase [EC:2.7.1.138]","Metabolism; Lipid metabolism; Sphingolipid metabolism"
"LB22_fxndf.K05642","K05642","ATP-binding cassette, subfamily A (ABC1), member 2","Environmental Information Processing; Membrane transport; ABC transporters | Cellular Processes; Transport and catabolism; Lysosome | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"LB22_fxndf.K06127","K06127","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.201]","Metabolism; Metabolism of cofactors and vitamins; Ubiquinone and other terpenoid-quinone biosynthesis"
"LB22_fxndf.K06229","K06229","suppressor of fused","Environmental Information Processing; Signal transduction; Hedgehog signaling pathway | Environmental Information Processing; Signal transduction; Hedgehog signaling pathway - fly | Human Diseases; Cancers: Overview; Pathways in cancer | Human Diseases; Cancers: Specific types; Basal cell carcinoma"
"LB22_fxndf.K06955","K06955","uncharacterized protein","Not Included in Pathway or Brite; Poorly characterized; Function unknown"
"LB22_fxndf.K06993","K06993","ribonuclease H-related protein","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"LB22_fxndf.K07562","K07562","nonsense-mediated mRNA decay protein 3","Genetic Information Processing; Translation; RNA transport | Genetic Information Processing; Translation; Ribosome biogenesis in eukaryotes | Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis"
"LB22_fxndf.K07671","K07671","two-component system, OmpR family, response regulator PrrA","Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system"
"LB22_fxndf.K07701","K07701","two-component system, CitB family, sensor histidine kinase DcuS [EC:2.7.13.3]","Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system"
"LB22_fxndf.K07877","K07877","Ras-related protein Rab-2A","Environmental Information Processing; Signal transduction; AMPK signaling pathway | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome | Brite Hierarchies; Protein families: signaling and cellular processes; GTP-binding proteins"
"LB22_fxndf.K07890","K07890","Ras-related protein Rab-21","Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome | Brite Hierarchies; Protein families: signaling and cellular processes; GTP-binding proteins"
"LB22_fxndf.K07995","K07995","matrix metalloproteinase-15 (membrane-inserted) [EC:3.4.24.-]","Organismal Systems; Endocrine system; Parathyroid hormone synthesis, secretion and action | Brite Hierarchies; Protein families: metabolism; Peptidases"
"LB22_fxndf.K08331","K08331","autophagy-related protein 13","Cellular Processes; Transport and catabolism; Autophagy - animal | Cellular Processes; Transport and catabolism; Autophagy - yeast | Cellular Processes; Transport and catabolism; Autophagy - other | Organismal Systems; Aging; Longevity regulating pathway | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis"
"LB22_fxndf.K08796","K08796","BR serine/threonine kinase [EC:2.7.11.1]","Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins"
"LB22_fxndf.K08844","K08844","leucine-rich repeat kinase 2 [EC:2.7.11.1]","Human Diseases; Neurodegenerative diseases; Parkinson disease | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome"
"LB22_fxndf.K08867","K08867","WNK lysine deficient protein kinase [EC:2.7.11.1]","Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: metabolism; Protein phosphatases and associated proteins"
"LB22_fxndf.K09206","K09206","krueppel-like factor 5","Brite Hierarchies; Protein families: genetic information processing; Transcription factors"
"LB22_fxndf.K09250","K09250","cellular nucleic acid-binding protein","Brite Hierarchies; Protein families: genetic information processing; Transcription factors"
"LB22_fxndf.K09303","K09303","homeobox protein HoxA/B/D3","Brite Hierarchies; Protein families: genetic information processing; Transcription factors"
"LB22_fxndf.K09373","K09373","LIM homeobox protein 2/9","Brite Hierarchies; Protein families: genetic information processing; Transcription factors"
"LB22_fxndf.K09443","K09443","ETS-type family, other","Brite Hierarchies; Protein families: genetic information processing; Transcription factors"
"LB22_fxndf.K10324","K10324","ankyrin repeat and SOCS box protein 2","Brite Hierarchies; Protein families: genetic information processing; Ubiquitin system"
"LB22_fxndf.K10533","K10533","limonene-1,2-epoxide hydrolase [EC:3.3.2.8]","Metabolism; Metabolism of terpenoids and polyketides; Limonene and pinene degradation"
"LB22_fxndf.K10768","K10768","alkylated DNA repair protein alkB homolog 6 [EC:1.14.11.-]","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"LB22_fxndf.K11351","K11351","NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 11","Metabolism; Energy metabolism; Oxidative phosphorylation | Organismal Systems; Nervous system; Retrograde endocannabinoid signaling | Organismal Systems; Environmental adaptation; Thermogenesis | Human Diseases; Neurodegenerative diseases; Alzheimer disease | Human Diseases; Neurodegenerative diseases; Parkinson disease | Human Diseases; Neurodegenerative diseases; Huntington disease | Human Diseases; Endocrine and metabolic diseases; Non-alcoholic fatty liver disease (NAFLD)"
"LB22_fxndf.K11436","K11436","type I protein arginine methyltransferase [EC:2.1.1.319]","Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins"
"LB22_fxndf.K11462","K11462","polycomb protein EED","Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins"
